0,1,2,3,4,5,6,7,8,9,10
brown bread,whole milk,,,,,,,,,
pork,bottled water,tea,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
rolls/buns,butter,,,,,,,,,
coffee,packaged fruit/vegetables,pickled vegetables,,,,,,,,
chewing gum,soda,,,,,,,,,
beef,yogurt,,,,,,,,,
whole milk,dog food,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
whole milk,soda,other vegetables,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
canned beer,butter,margarine,domestic eggs,,,,,,,
rolls/buns,detergent,shopping bags,,,,,,,,
meat,domestic eggs,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
whole milk,beef,,,,,,,,,
sausage,flour,,,,,,,,,
citrus fruit,frozen vegetables,margarine,,,,,,,,
beef,pastry,,,,,,,,,
brown bread,butter milk,oil,frozen meals,,,,,,,
hard cheese,rolls/buns,,,,,,,,,
pastry,hard cheese,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
margarine,other vegetables,,,,,,,,,
beef,margarine,,,,,,,,,
butter milk,dessert,processed cheese,,,,,,,,
whole milk,soda,,,,,,,,,
soda,canned beer,,,,,,,,,
specialty cheese,brown bread,,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
soda,ham,,,,,,,,,
bottled beer,white bread,,,,,,,,,
soda,margarine,,,,,,,,,
frankfurter,root vegetables,sugar,whole milk,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
curd,pip fruit,,,,,,,,,
hamburger meat,other vegetables,hygiene articles,popcorn,,,,,,,
curd,light bulbs,,,,,,,,,
whole milk,canned beer,,,,,,,,,
grapes,canned fish,,,,,,,,,
soda,whole milk,,,,,,,,,
meat,house keeping products,,,,,,,,,
whole milk,candy,,,,,,,,,
yogurt,seasonal products,,,,,,,,,
coffee,root vegetables,,,,,,,,,
bottled beer,soups,detergent,,,,,,,,
tropical fruit,root vegetables,detergent,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
bathroom cleaner,whole milk,,,,,,,,,
sausage,semi-finished bread,coffee,,,,,,,,
fruit/vegetable juice,frozen vegetables,,,,,,,,,
whipped/sour cream,pastry,napkins,,,,,,,,
sausage,soda,frozen vegetables,,,,,,,,
white bread,rolls/buns,whipped/sour cream,,,,,,,,
yogurt,yogurt,,,,,,,,,
long life bakery product,whole milk,pip fruit,pork,frozen dessert,,,,,,
whole milk,chewing gum,,,,,,,,,
ice cream,whole milk,,,,,,,,,
beverages,other vegetables,,,,,,,,,
whole milk,margarine,,,,,,,,,
chicken,frankfurter,other vegetables,domestic eggs,,,,,,,
pastry,other vegetables,,,,,,,,,
pork,whipped/sour cream,dishes,,,,,,,,
onions,soda,,,,,,,,,
whole milk,liver loaf,,,,,,,,,
ham,seasonal products,cat food,,,,,,,,
shopping bags,soda,,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
sausage,roll products ,,,,,,,,,
soda,other vegetables,,,,,,,,,
tropical fruit,chicken,beef,pasta,onions,long life bakery product,whole milk,jam,,,
sausage,domestic eggs,sweet spreads,,,,,,,,
chicken,rolls/buns,,,,,,,,,
processed cheese,chocolate,chocolate,yogurt,,,,,,,
pork,brown bread,bottled beer,shopping bags,,,,,,,
root vegetables,waffles,,,,,,,,,
other vegetables,ice cream,,,,,,,,,
ham,rolls/buns,tropical fruit,rolls/buns,,,,,,,
onions,soda,,,,,,,,,
whole milk,canned beer,bottled water,bottled beer,,,,,,,
beef,bottled beer,specialty chocolate,yogurt,whole milk,,,,,,
tropical fruit,cream cheese ,cream cheese ,,,,,,,,
curd,soda,,,,,,,,,
frozen dessert,fruit/vegetable juice,,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
onions,bottled water,sliced cheese,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
butter,sugar,,,,,,,,,
cream cheese ,fruit/vegetable juice,whole milk,shopping bags,,,,,,,
root vegetables,processed cheese,,,,,,,,,
salty snack,other vegetables,yogurt,other vegetables,,,,,,,
tropical fruit,whole milk,liquor,,,,,,,,
newspapers,whipped/sour cream,bottled water,curd cheese,,,,,,,
newspapers,napkins,,,,,,,,,
citrus fruit,pastry,rolls/buns,,,,,,,,
pastry,rolls/buns,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
sausage,sausage,canned beer,spices,,,,,,,
sausage,bottled water,napkins,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
citrus fruit,misc. beverages,,,,,,,,,
rolls/buns,dessert,coffee,,,,,,,,
chocolate,other vegetables,,,,,,,,,
oil,citrus fruit,,,,,,,,,
shopping bags,margarine,,,,,,,,,
chicken,other vegetables,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
canned beer,flour,,,,,,,,,
soda,domestic eggs,,,,,,,,,
domestic eggs,pastry,,,,,,,,,
tropical fruit,cake bar,soda,cat food,,,,,,,
bottled beer,soda,,,,,,,,,
meat,citrus fruit,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
butter,whole milk,,,,,,,,,
pastry,syrup,,,,,,,,,
curd,detergent,,,,,,,,,
tropical fruit,whole milk,shopping bags,,,,,,,,
other vegetables,yogurt,,,,,,,,,
brown bread,pastry,,,,,,,,,
coffee,chicken,,,,,,,,,
whole milk,chocolate,,,,,,,,,
whipped/sour cream,whipped/sour cream,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
rolls/buns,soda,,,,,,,,,
sausage,curd,brown bread,,,,,,,,
citrus fruit,whole milk,curd,chocolate marshmallow,,,,,,,
chicken,pip fruit,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
pork,sausage,whole milk,frozen vegetables,,,,,,,
whole milk,grapes,,,,,,,,,
chicken,canned beer,frozen vegetables,whipped/sour cream,,,,,,,
fruit/vegetable juice,cream cheese ,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
root vegetables,butter,,,,,,,,,
sausage,root vegetables,soda,,,,,,,,
pip fruit,other vegetables,whole milk,whipped/sour cream,,,,,,,
dessert,margarine,,,,,,,,,
pork,meat,,,,,,,,,
other vegetables,margarine,,,,,,,,,
tropical fruit,soda,whipped/sour cream,,,,,,,,
meat,whole milk,,,,,,,,,
onions,frozen dessert,,,,,,,,,
shopping bags,sausage,,,,,,,,,
beef,soap,,,,,,,,,
bottled beer,cat food,newspapers,,,,,,,,
rolls/buns,fruit/vegetable juice,frozen vegetables,whipped/sour cream,,,,,,,
salt,ice cream,yogurt,canned beer,,,,,,,
bottled beer,bottled beer,,,,,,,,,
whole milk,chicken,,,,,,,,,
beef,fruit/vegetable juice,,,,,,,,,
citrus fruit,yogurt,rolls/buns,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
chewing gum,cream cheese ,waffles,,,,,,,,
salty snack,root vegetables,,,,,,,,,
female sanitary products,curd,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
pastry,candy,,,,,,,,,
whole milk,rolls/buns,jam,red/blush wine,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
onions,other vegetables,,,,,,,,,
herbs,rolls/buns,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
sausage,whole milk,,,,,,,,,
bottled beer,herbs,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
beverages,shopping bags,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
frozen dessert,pastry,,,,,,,,,
yogurt,yogurt,bags,,,,,,,,
tropical fruit,mustard,sliced cheese,,,,,,,,
berries,candy,,,,,,,,,
butter milk,whole milk,,,,,,,,,
beef,chocolate marshmallow,margarine,,,,,,,,
pip fruit,detergent,,,,,,,,,
citrus fruit,frankfurter,citrus fruit,bottled water,,,,,,,
frankfurter,butter milk,,,,,,,,,
sausage,newspapers,soda,,,,,,,,
white wine,beverages,,,,,,,,,
liquor,vinegar,shopping bags,long life bakery product,,,,,,,
photo/film,frankfurter,other vegetables,curd,waffles,,,,,,
turkey,condensed milk,yogurt,,,,,,,,
frankfurter,yogurt,,,,,,,,,
curd,yogurt,,,,,,,,,
sausage,yogurt,,,,,,,,,
chicken,pastry,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
spices,ice cream,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
rolls/buns,soda,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
butter milk,beverages,butter,,,,,,,,
whole milk,beef,,,,,,,,,
canned beer,hygiene articles,,,,,,,,,
root vegetables,Instant food products,,,,,,,,,
detergent,misc. beverages,,,,,,,,,
sausage,other vegetables,,,,,,,,,
root vegetables,whipped/sour cream,specialty bar,,,,,,,,
other vegetables,newspapers,,,,,,,,,
soda,margarine,,,,,,,,,
misc. beverages,pork,domestic eggs,sparkling wine,whipped/sour cream,semi-finished bread,,,,,
fruit/vegetable juice,roll products ,,,,,,,,,
sliced cheese,soda,,,,,,,,,
canned beer,newspapers,newspapers,,,,,,,,
condensed milk,frankfurter,berries,whole milk,liver loaf,sliced cheese,domestic eggs,rolls/buns,frozen fish,,
other vegetables,pickled vegetables,hard cheese,,,,,,,,
UHT-milk,cream cheese ,,,,,,,,,
soda,yogurt,,,,,,,,,
shopping bags,coffee,,,,,,,,,
pork,specialty bar,,,,,,,,,
misc. beverages,dessert,,,,,,,,,
hard cheese,bottled water,specialty fat,,,,,,,,
citrus fruit,bottled beer,rolls/buns,hygiene articles,softener,,,,,,
canned beer,soda,,,,,,,,,
ham,sausage,detergent,whipped/sour cream,yogurt,dishes,,,,,
other vegetables,semi-finished bread,,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
newspapers,yogurt,semi-finished bread,,,,,,,,
whole milk,white bread,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
citrus fruit,make up remover,,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
coffee,root vegetables,whipped/sour cream,,,,,,,,
beef,pork,,,,,,,,,
rice,whipped/sour cream,,,,,,,,,
sausage,whole milk,long life bakery product,UHT-milk,flour,chocolate,,,,,
soda,brown bread,,,,,,,,,
pork,pip fruit,,,,,,,,,
artif. sweetener,bottled water,butter milk,butter,soda,,,,,,
brown bread,rolls/buns,soda,whole milk,,,,,,,
hamburger meat,whole milk,,,,,,,,,
white bread,fruit/vegetable juice,,,,,,,,,
frankfurter,soda,,,,,,,,,
newspapers,cake bar,,,,,,,,,
packaged fruit/vegetables,rolls/buns,domestic eggs,,,,,,,,
yogurt,root vegetables,,,,,,,,,
bottled water,whole milk,,,,,,,,,
oil,shopping bags,,,,,,,,,
tropical fruit,cat food,pot plants,curd,soft cheese,soft cheese,,,,,
other vegetables,pickled vegetables,,,,,,,,,
butter,seasonal products,,,,,,,,,
liquor (appetizer),liquor,,,,,,,,,
cream cheese ,tropical fruit,bottled water,soda,specialty bar,,,,,,
rolls/buns,citrus fruit,,,,,,,,,
sausage,specialty fat,,,,,,,,,
pip fruit,white wine,sweet spreads,,,,,,,,
beverages,white wine,frozen potato products,,,,,,,,
waffles,salty snack,hard cheese,,,,,,,,
whole milk,margarine,,,,,,,,,
rolls/buns,specialty cheese,domestic eggs,,,,,,,,
beef,white wine,,,,,,,,,
rolls/buns,other vegetables,soft cheese,,,,,,,,
meat,whole milk,ready soups,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
coffee,other vegetables,,,,,,,,,
rolls/buns,yogurt,sugar,,,,,,,,
whole milk,bottled beer,,,,,,,,,
whole milk,ice cream,,,,,,,,,
ice cream,napkins,,,,,,,,,
pastry,dish cleaner,,,,,,,,,
curd,soda,,,,,,,,,
frozen meals,butter,whole milk,brandy,,,,,,,
whole milk,root vegetables,,,,,,,,,
yogurt,whole milk,pickled vegetables,long life bakery product,mustard,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
bottled water,cooking chocolate,,,,,,,,,
bathroom cleaner,beverages,,,,,,,,,
beverages,other vegetables,curd,,,,,,,,
bottled water,cream cheese ,pip fruit,hygiene articles,,,,,,,
tropical fruit,canned beer,,,,,,,,,
bottled beer,specialty bar,baking powder,,,,,,,,
pip fruit,specialty chocolate,,,,,,,,,
canned beer,fish,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
frankfurter,canned fish,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
long life bakery product,frozen vegetables,,,,,,,,,
pork,UHT-milk,rolls/buns,cleaner,newspapers,,,,,,
curd,beef,napkins,,,,,,,,
pork,sugar,,,,,,,,,
whole milk,dessert,,,,,,,,,
beef,coffee,,,,,,,,,
bottled water,sausage,yogurt,bottled water,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
ice cream,curd,,,,,,,,,
root vegetables,white bread,canned fish,,,,,,,,
ice cream,chocolate,seasonal products,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
whole milk,canned fish,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
citrus fruit,onions,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
curd,bottled beer,hamburger meat,sweet spreads,,,,,,,
citrus fruit,yogurt,,,,,,,,,
tropical fruit,soda,butter milk,,,,,,,,
butter,soda,,,,,,,,,
sausage,fruit/vegetable juice,pot plants,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
sausage,specialty bar,,,,,,,,,
shopping bags,sparkling wine,,,,,,,,,
brown bread,waffles,,,,,,,,,
canned beer,ice cream,,,,,,,,,
soda,soda,,,,,,,,,
misc. beverages,soft cheese,,,,,,,,,
yogurt,soda,,,,,,,,,
rolls/buns,frankfurter,soda,canned fish,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
grapes,other vegetables,domestic eggs,,,,,,,,
make up remover,shopping bags,,,,,,,,,
yogurt,tropical fruit,whipped/sour cream,Instant food products,,,,,,,
other vegetables,sausage,onions,whole milk,chocolate,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
meat,other vegetables,chewing gum,,,,,,,,
whole milk,grapes,bottled beer,frozen dessert,,,,,,,
dessert,curd,,,,,,,,,
whole milk,chocolate,,,,,,,,,
beef,bottled water,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
rolls/buns,hygiene articles,domestic eggs,misc. beverages,,,,,,,
other vegetables,butter,,,,,,,,,
dessert,chewing gum,,,,,,,,,
ham,coffee,,,,,,,,,
sausage,frankfurter,other vegetables,bottled water,,,,,,,
ham,bottled water,,,,,,,,,
soda,canned fish,,,,,,,,,
root vegetables,whole milk,napkins,,,,,,,,
pet care,brown bread,,,,,,,,,
tropical fruit,meat,hard cheese,jam,,,,,,,
coffee,soda,frozen vegetables,,,,,,,,
citrus fruit,salty snack,oil,,,,,,,,
ham,yogurt,,,,,,,,,
tropical fruit,detergent,rolls/buns,coffee,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
sausage,curd,,,,,,,,,
pip fruit,coffee,UHT-milk,,,,,,,,
ham,tropical fruit,bottled beer,,,,,,,,
newspapers,other vegetables,,,,,,,,,
fruit/vegetable juice,baking powder,oil,,,,,,,,
sausage,pastry,shopping bags,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
canned beer,whole milk,onions,coffee,,,,,,,
whole milk,hard cheese,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
tropical fruit,pork,UHT-milk,hamburger meat,,,,,,,
chocolate,whipped/sour cream,bottled beer,,,,,,,,
sugar,citrus fruit,napkins,,,,,,,,
pork,other vegetables,,,,,,,,,
frozen fish,specialty cheese,,,,,,,,,
sausage,curd,salty snack,,,,,,,,
meat,frozen potato products,,,,,,,,,
soda,soda,,,,,,,,,
pork,tropical fruit,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
tropical fruit,candy,fruit/vegetable juice,,,,,,,,
other vegetables,waffles,rolls/buns,chocolate,,,,,,,
tropical fruit,whole milk,other vegetables,long life bakery product,,,,,,,
root vegetables,whole milk,,,,,,,,,
pastry,meat,,,,,,,,,
frankfurter,butter,mustard,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
red/blush wine,frozen meals,canned fruit,,,,,,,,
pork,white bread,domestic eggs,,,,,,,,
spread cheese,root vegetables,,,,,,,,,
newspapers,zwieback,,,,,,,,,
berries,other vegetables,sausage,pip fruit,rolls/buns,brown bread,sauces,,,,
whole milk,curd,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
brown bread,white wine,,,,,,,,,
bottled water,newspapers,,,,,,,,,
canned beer,whole milk,,,,,,,,,
whole milk,yogurt,semi-finished bread,,,,,,,,
pot plants,rolls/buns,,,,,,,,,
ham,pickled vegetables,newspapers,,,,,,,,
frankfurter,butter,red/blush wine,,,,,,,,
misc. beverages,sausage,root vegetables,liquor (appetizer),coffee,,,,,,
pot plants,butter milk,margarine,,,,,,,,
whole milk,cream cheese ,semi-finished bread,,,,,,,,
root vegetables,sausage,hamburger meat,rum,house keeping products,,,,,,
chocolate,soda,,,,,,,,,
bottled water,dishes,,,,,,,,,
sausage,chicken,whipped/sour cream,sparkling wine,,,,,,,
tropical fruit,butter,,,,,,,,,
chicken,frozen vegetables,candles,,,,,,,,
whole milk,root vegetables,,,,,,,,,
whole milk,other vegetables,rolls/buns,Instant food products,,,,,,,
sausage,margarine,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
bottled water,domestic eggs,frozen meals,,,,,,,,
processed cheese,hamburger meat,whole milk,,,,,,,,
whole milk,root vegetables,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
root vegetables,soda,,,,,,,,,
sausage,UHT-milk,candles,chewing gum,bottled beer,artif. sweetener,butter,,,,
pip fruit,canned fish,organic sausage,pastry,,,,,,,
pip fruit,candles,,,,,,,,,
butter milk,white wine,,,,,,,,,
other vegetables,soda,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
frankfurter,margarine,,,,,,,,,
other vegetables,soda,,,,,,,,,
pastry,UHT-milk,,,,,,,,,
onions,specialty vegetables,,,,,,,,,
frankfurter,dog food,,,,,,,,,
beverages,pastry,,,,,,,,,
sausage,whole milk,dessert,UHT-milk,,,,,,,
butter,detergent,,,,,,,,,
sausage,shopping bags,,,,,,,,,
beef,berries,,,,,,,,,
sausage,beverages,,,,,,,,,
other vegetables,tropical fruit,pastry,citrus fruit,curd,soda,whole milk,detergent,syrup,,
rolls/buns,white bread,,,,,,,,,
herbs,chocolate,,,,,,,,,
ham,whole milk,shopping bags,,,,,,,,
tropical fruit,soda,,,,,,,,,
misc. beverages,processed cheese,,,,,,,,,
brown bread,yogurt,,,,,,,,,
citrus fruit,pot plants,,,,,,,,,
domestic eggs,mayonnaise,,,,,,,,,
frankfurter,berries,,,,,,,,,
sausage,soda,cooking chocolate,roll products ,,,,,,,
tropical fruit,other vegetables,domestic eggs,,,,,,,,
canned beer,hygiene articles,pork,soft cheese,bottled beer,rolls/buns,chocolate marshmallow,,,,
other vegetables,yogurt,other vegetables,flour,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
liquor,canned beer,,,,,,,,,
sausage,bottled beer,,,,,,,,,
sausage,other vegetables,other vegetables,butter milk,,,,,,,
pip fruit,root vegetables,,,,,,,,,
whole milk,condensed milk,,,,,,,,,
citrus fruit,soda,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
instant coffee,soda,frozen meals,artif. sweetener,,,,,,,
soda,chocolate,,,,,,,,,
butter,canned beer,brown bread,canned beer,,,,,,,
specialty chocolate,flour,,,,,,,,,
pork,long life bakery product,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
pip fruit,onions,yogurt,,,,,,,,
tropical fruit,yogurt,semi-finished bread,soda,,,,,,,
pip fruit,frozen meals,white bread,brown bread,fruit/vegetable juice,pastry,,,,,
domestic eggs,curd,,,,,,,,,
bottled water,frozen meals,,,,,,,,,
ham,bottled beer,rolls/buns,,,,,,,,
waffles,margarine,,,,,,,,,
other vegetables,sliced cheese,canned vegetables,,,,,,,,
canned beer,shopping bags,,,,,,,,,
other vegetables,bottled water,hard cheese,,,,,,,,
brown bread,dessert,,,,,,,,,
hard cheese,napkins,bottled water,,,,,,,,
onions,bottled beer,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
frankfurter,bottled beer,whipped/sour cream,margarine,,,,,,,
photo/film,liquor (appetizer),,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
beef,salt,,,,,,,,,
canned beer,flower soil/fertilizer,,,,,,,,,
soda,yogurt,bottled water,pot plants,,,,,,,
yogurt,pastry,,,,,,,,,
other vegetables,zwieback,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pork,sliced cheese,,,,,,,,,
frankfurter,pip fruit,rolls/buns,,,,,,,,
specialty chocolate,white bread,shopping bags,,,,,,,,
root vegetables,liquor,,,,,,,,,
yogurt,butter,,,,,,,,,
whipped/sour cream,yogurt,processed cheese,rolls/buns,,,,,,,
root vegetables,baking powder,,,,,,,,,
tropical fruit,yogurt,candy,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
yogurt,pastry,,,,,,,,,
brown bread,rolls/buns,cat food,pastry,,,,,,,
pip fruit,soda,,,,,,,,,
dog food,curd,,,,,,,,,
other vegetables,whole milk,pudding powder,cream cheese ,,,,,,,
soft cheese,cream cheese ,,,,,,,,,
frankfurter,citrus fruit,other vegetables,condensed milk,,,,,,,
pastry,detergent,dishes,,,,,,,,
fruit/vegetable juice,canned beer,,,,,,,,,
sausage,pork,,,,,,,,,
mayonnaise,shopping bags,,,,,,,,,
tropical fruit,frozen fish,domestic eggs,mustard,,,,,,,
sausage,white bread,,,,,,,,,
pip fruit,specialty chocolate,,,,,,,,,
tidbits,berries,,,,,,,,,
pork,UHT-milk,,,,,,,,,
packaged fruit/vegetables,chocolate,,,,,,,,,
pip fruit,pip fruit,sliced cheese,dishes,,,,,,,
pork,candles,,,,,,,,,
cling film/bags,ham,,,,,,,,,
tropical fruit,other vegetables,hamburger meat,popcorn,female sanitary products,,,,,,
finished products,cocoa drinks,,,,,,,,,
sausage,bottled water,,,,,,,,,
citrus fruit,curd,,,,,,,,,
root vegetables,whole milk,bottled water,canned vegetables,,,,,,,
fruit/vegetable juice,white bread,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
meat,pork,,,,,,,,,
tropical fruit,ice cream,frozen fish,,,,,,,,
long life bakery product,butter milk,,,,,,,,,
other vegetables,beverages,,,,,,,,,
root vegetables,margarine,,,,,,,,,
berries,sugar,,,,,,,,,
brown bread,rolls/buns,citrus fruit,frozen fish,chocolate,,,,,,
yogurt,rolls/buns,,,,,,,,,
curd,waffles,,,,,,,,,
tropical fruit,candy,,,,,,,,,
chicken,bottled water,,,,,,,,,
jam,house keeping products,,,,,,,,,
finished products,bottled beer,,,,,,,,,
pastry,other vegetables,cake bar,,,,,,,,
soda,butter,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
butter,sauces,,,,,,,,,
frozen dessert,berries,,,,,,,,,
whipped/sour cream,toilet cleaner,,,,,,,,,
pickled vegetables,frozen vegetables,,,,,,,,,
citrus fruit,newspapers,shopping bags,,,,,,,,
other vegetables,zwieback,,,,,,,,,
rolls/buns,root vegetables,specialty chocolate,,,,,,,,
beef,shopping bags,,,,,,,,,
hamburger meat,frozen potato products,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
canned beer,napkins,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
berries,pip fruit,,,,,,,,,
pastry,sausage,soda,rolls/buns,sugar,soda,other vegetables,whole milk,softener,,
newspapers,whipped/sour cream,,,,,,,,,
cat food,pip fruit,white bread,,,,,,,,
whole milk,rolls/buns,salty snack,,,,,,,,
whole milk,male cosmetics,,,,,,,,,
photo/film,white bread,,,,,,,,,
citrus fruit,sausage,bottled beer,herbs,,,,,,,
oil,curd,,,,,,,,,
butter,rolls/buns,,,,,,,,,
canned beer,liquor,onions,chocolate,,,,,,,
bottled water,berries,,,,,,,,,
whole milk,whole milk,candles,,,,,,,,
ham,chocolate,,,,,,,,,
sausage,meat spreads,,,,,,,,,
coffee,shopping bags,shopping bags,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
meat,tropical fruit,yogurt,candles,,,,,,,
meat,fruit/vegetable juice,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
other vegetables,napkins,white wine,,,,,,,,
chocolate,hard cheese,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
berries,condensed milk,whipped/sour cream,,,,,,,,
other vegetables,yogurt,specialty bar,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
flower soil/fertilizer,yogurt,specialty chocolate,,,,,,,,
pip fruit,brown bread,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
sausage,seasonal products,,,,,,,,,
cat food,shopping bags,,,,,,,,,
frankfurter,ham,white wine,detergent,popcorn,,,,,,
butter,bottled beer,,,,,,,,,
bottled beer,whole milk,cream cheese ,,,,,,,,
cat food,candles,whole milk,,,,,,,,
sausage,other vegetables,,,,,,,,,
frankfurter,pip fruit,meat,coffee,other vegetables,shopping bags,brown bread,curd,,,
soda,pastry,,,,,,,,,
red/blush wine,bottled beer,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
hamburger meat,bottled beer,coffee,instant coffee,yogurt,,,,,,
flour,pork,butter,shopping bags,hard cheese,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
herbs,canned beer,,,,,,,,,
sausage,meat,beverages,UHT-milk,frozen dessert,sugar,,,,,
meat,fruit/vegetable juice,,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
citrus fruit,cream cheese ,bottled beer,citrus fruit,,,,,,,
newspapers,rolls/buns,newspapers,,,,,,,,
pastry,domestic eggs,,,,,,,,,
beef,beef,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
whole milk,bottled water,soda,,,,,,,,
hamburger meat,dessert,sliced cheese,,,,,,,,
frozen meals,yogurt,rolls/buns,,,,,,,,
rolls/buns,pastry,,,,,,,,,
pip fruit,yogurt,flour,rolls/buns,,,,,,,
frankfurter,coffee,,,,,,,,,
other vegetables,beef,,,,,,,,,
citrus fruit,sauces,,,,,,,,,
soda,frozen dessert,pickled vegetables,,,,,,,,
other vegetables,sausage,white bread,soda,,,,,,,
turkey,kitchen towels,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
whole milk,pastry,,,,,,,,,
beef,other vegetables,,,,,,,,,
margarine,bottled water,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
specialty cheese,bottled water,,,,,,,,,
pork,curd,,,,,,,,,
waffles,sparkling wine,,,,,,,,,
whole milk,onions,,,,,,,,,
other vegetables,pasta,,,,,,,,,
salty snack,shopping bags,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
other vegetables,dessert,other vegetables,fruit/vegetable juice,,,,,,,
sausage,yogurt,,,,,,,,,
pip fruit,seasonal products,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
brandy,ham,root vegetables,whole milk,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
detergent,other vegetables,oil,beverages,rolls/buns,specialty bar,,,,,
hamburger meat,detergent,flour,,,,,,,,
soda,whole milk,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
canned fish,rolls/buns,,,,,,,,,
chicken,margarine,long life bakery product,,,,,,,,
